developer_id,age,gender,city,state,marital_status,education_level,company_type,company_size,job_role,employment_type,experience_years,salary_lpa,years_in_current_company,promotion_last_2_years,remote_work_ratio,weekly_work_hours,weekend_work_frequency,night_shift_frequency,layoffs_seen_in_company,number_of_switches,primary_language,tech_stack,ai_tools_usage_hours_per_week,upskilling_hours_per_week,leetcode_problems_solved,certifications_count,side_projects_count,github_activity_score,interview_preparation_hours_weekly,stress_level,burnout_score,anxiety_score,sleep_hours,caffeine_intake_per_day,work_life_balance_rating,imposter_syndrome_score,social_media_usage_hours,physical_activity_days_per_week,therapy_or_counseling,layoff_anxiety_score,ai_replacement_fear_score,job_security_confidence,emergency_savings_months,linkedin_job_search_activity,applied_jobs_last_30_days,burnout_risk_category,likely_to_switch_job,mentally_exhausted,high_layoff_risk
Dev02761,31,Male,Mumbai,Maharashtra,Married,Mca,Consulting,51-200,Data Scientist,Full-Time,4.9,24.15,1.2,No,20,45.0,Often,Rarely,Yes - Minor (<5%),2,Typescript,Next.Js/Prisma/Vercel,11.5,2.8,70.0,1.0,0.0,16.2,0.9,7.3,3.8,6.1,6.0,2.0,6.2,6.3,1.2,3,No,4.4,3.9,5.4,3.0,,0,Medium,No,No,No
Dev02762,24,Male,Indore,Madhya Pradesh,Married,B.E,Service-Based,5000+,Data Scientist,Full-Time,4.3,14.29,1.0,No,65,42.2,Sometimes,Rarely,Yes - Moderate (5-20%),4,C++,Embedded/Rtos/Bazel,1.2,3.3,411.0,2.0,3.0,34.4,2.8,3.3,2.3,1.5,5.1,3.0,7.8,7.9,2.4,1,No,4.2,7.2,8.3,6.0,,0,Low,No,No,No
Dev02763,33,Female,Chennai,Tamil Nadu,Single,B.Tech,Product-Based,201-1000,Data Scientist,Full-Time,2.6,32.33,1.0,No,42,34.4,Rarely,Never,Yes - Minor (<5%),3,Java,Microservices/Kafka/Docker,2.7,3.0,51.0,0.0,0.0,17.4,1.4,4.0,4.7,5.2,5.0,5.0,6.4,4.2,2.2,2,No,3.8,3.2,7.7,1.0,Very High,7,Low,Maybe,No,No
Dev02764,25,Male,Ahmedabad,Gujarat,Married,B.Tech,Service-Based,201-1000,Full Stack Developer,Full-Time,21.9,27.73,5.3,No,5,38.9,Always,Never,No,0,Python,Pandas/Spark/Airflow,5.7,,104.0,1.0,2.0,17.4,0.0,3.2,3.7,4.2,4.7,3.0,7.9,4.0,4.9,4,Yes - Occasionally,3.8,2.1,8.0,9.0,Medium,4,Low,No,Yes,No
Dev02765,29,Male,Noida,Uttar Pradesh,Divorced,M.Tech,Startup,11-50,Sre,Full-Time,3.7,27.19,3.1,No,0,55.1,Rarely,Rarely,Yes - Moderate (5-20%),3,Python,Django/Fastapi/Postgres,0.9,6.1,310.0,2.0,1.0,15.6,3.8,3.7,3.9,2.9,4.9,,4.9,5.1,8.0,3,No,4.1,4.6,7.0,4.0,High,5,Low,No,No,No
Dev02766,32,Female,Noida,Uttar Pradesh,Single,M.Tech,Freelance,1-10,Cloud Engineer,Full-Time,3.9,21.27,3.9,Yes,81,62.8,Rarely,Never,No,1,Java,Spring Boot/Mysql/Aws,13.5,3.4,99.0,1.0,0.0,9.1,2.8,6.1,5.5,6.3,7.9,1.0,5.8,4.7,3.1,1,No,4.5,5.9,6.6,6.0,Medium,4,Medium,No,Yes,No
Dev02767,28,Male,Hyderabad,Telangana,Married,B.Tech,Freelance,1-10,Cloud Engineer,Full-Time,6.0,27.75,2.8,Yes,99,59.4,Sometimes,Never,Yes - Major (>20%),2,Python,Django/Fastapi/Postgres,4.6,9.9,136.0,,1.0,57.0,,4.9,6.2,4.4,4.7,6.0,5.3,2.0,4.0,2,No,4.8,3.7,5.9,2.0,High,10,Medium,Yes,Yes,No
Dev02768,30,Female,Hyderabad,Telangana,Single,M.Tech,Service-Based,1001-5000,Full Stack Developer,Contract,1.0,10.89,1.0,No,1,52.4,Never,Never,Yes - Moderate (5-20%),4,Python,Pytorch/Kubernetes,4.2,14.6,320.0,1.0,2.0,0.0,6.9,4.5,5.6,4.0,4.0,1.0,4.4,5.5,0.7,2,Yes - Regularly,5.4,6.5,7.8,1.0,Medium,2,Medium,No,Yes,No
Dev02769,25,Male,Gurugram,Haryana,Single,B.Tech,Freelance,1-10,Backend Developer,Full-Time,2.2,25.54,2.2,Yes,100,55.6,Rarely,Never,Yes - Moderate (5-20%),3,Python,Flask/Redis/Aws,1.2,5.6,346.0,1.0,0.0,21.2,2.4,5.5,7.5,4.3,4.4,1.0,6.5,4.7,4.4,2,No,5.4,6.4,5.2,9.0,High,11,High,Yes,Yes,No
Dev02770,27,Male,Hyderabad,Telangana,Single,Mba Tech,Service-Based,1001-5000,Qa Engineer,Full-Time,1.1,13.46,1.1,No,55,48.1,Often,Never,No,1,Python,Flask/Redis/Aws,0.5,1.1,32.0,3.0,3.0,45.9,6.9,6.9,4.8,6.0,7.6,2.0,7.4,4.8,0.8,2,No,5.2,5.5,7.3,15.0,,3,Medium,No,No,No
Dev02771,27,Male,Mumbai,Maharashtra,Single,Bca,Startup,11-50,Full Stack Developer,Full-Time,2.6,14.93,2.4,No,45,47.9,Sometimes,Never,Yes - Minor (<5%),1,Java,Microservices/Kafka/Docker,5.5,1.0,194.0,3.0,3.0,7.5,1.7,4.5,6.0,3.9,5.7,2.0,4.7,2.6,8.0,5,,3.8,3.4,6.7,10.0,High,9,Medium,Maybe,Yes,No
Dev02772,24,Female,Hyderabad,Telangana,Single,Mca,Startup,1-10,Cybersecurity Analyst,Full-Time,2.1,9.42,0.3,No,64,57.3,Sometimes,Never,Yes - Minor (<5%),1,Typescript,Angular/Nestjs/Mysql,1.4,25.0,390.0,2.0,1.0,13.1,,6.0,6.6,6.4,6.0,4.0,6.4,6.9,0.6,1,No,4.3,4.7,7.7,4.0,High,10,High,Yes,Yes,No
Dev02773,27,Male,Gurugram,Haryana,In A Relationship,B.Tech,Service-Based,5000+,Android Developer,Full-Time,13.1,23.02,0.9,No,3,56.5,Sometimes,Never,Yes - Major (>20%),3,Java,Microservices/Kafka/Docker,8.4,3.7,30.0,1.0,3.0,24.4,0.8,5.5,6.3,4.5,4.0,2.0,6.4,5.8,4.1,4,,5.7,6.1,5.5,5.0,High,8,Medium,Yes,Yes,No
Dev02774,21,Female,Bengaluru,Karnataka,Married,M.Tech,Product-Based,201-1000,Backend Developer,Full-Time,6.4,33.24,3.9,No,0,50.9,Sometimes,Never,No,2,Typescript,Angular/Nestjs/Mysql,0.8,5.4,97.0,0.0,3.0,31.2,,5.0,3.3,5.4,7.2,1.0,8.0,3.5,1.0,1,Yes - Regularly,3.2,4.0,7.9,1.0,,2,Low,No,No,No
Dev02775,25,Female,Delhi,Delhi,Single,Mba Tech,Service-Based,5000+,Ml Engineer,Full-Time,11.1,17.14,11.1,No,19,52.8,Rarely,Sometimes,Yes - Moderate (5-20%),3,Go,Fiber/Postgresql/Docker,1.5,3.5,243.0,1.0,2.0,22.3,12.5,4.1,4.3,3.9,4.2,2.0,7.4,8.7,2.6,1,Yes - Occasionally,5.5,6.4,5.7,1.0,Low,3,Low,No,No,No
Dev02776,27,Male,Mumbai,Maharashtra,Single,B.Tech,Startup,1-10,Qa Engineer,Full-Time,9.5,40.32,2.0,Yes,0,47.6,Always,Sometimes,Yes - Minor (<5%),2,Typescript,React/Graphql/Aws,7.0,5.4,78.0,1.0,3.0,17.9,0.8,5.6,4.0,2.6,6.5,2.0,7.7,4.4,2.0,2,No,3.8,5.6,8.1,5.0,Medium,2,Low,No,No,No
Dev02777,27,Male,Bengaluru,Karnataka,Married,B.Sc Cs,Product-Based,1001-5000,Ml Engineer,Full-Time,7.0,58.18,7.0,Yes,62,52.8,Often,Sometimes,Yes - Moderate (5-20%),2,Python,Flask/Redis/Aws,0.3,3.1,107.0,0.0,4.0,52.5,,1.8,3.8,2.2,4.8,2.0,6.9,8.8,8.0,1,No,3.4,3.7,9.0,4.0,Medium,4,Low,No,No,No
Dev02778,27,Male,Mumbai,Maharashtra,Single,B.E,Product-Based,51-200,Data Scientist,Contract,1.3,47.7,1.3,No,38,43.8,Sometimes,Never,Yes - Moderate (5-20%),2,Javascript,React/Node/Firebase,1.9,10.3,373.0,0.0,0.0,15.2,0.4,2.1,4.0,1.4,3.6,3.0,6.1,5.7,1.7,2,No,2.6,3.1,7.7,20.0,Low,4,Low,No,No,No
Dev02779,28,Male,Hyderabad,Telangana,Single,B.Tech,Service-Based,5000+,Frontend Developer,Full-Time,5.2,18.88,5.2,No,78,44.0,Often,Sometimes,Yes - Minor (<5%),1,Java,Spring Boot/Mysql/Aws,5.8,1.6,167.0,1.0,4.0,12.5,0.3,4.2,3.3,2.0,6.1,4.0,7.3,6.1,1.0,1,Yes - Regularly,2.9,4.5,8.8,2.0,Low,1,Low,No,No,No
Dev02780,30,Male,Hyderabad,Telangana,Single,B.Tech,Product-Based,1001-5000,Frontend Developer,Part-Time,1.0,25.97,0.4,Yes,40,39.4,Often,Often,No,2,Kotlin,Spring/Coroutines/Gcp,6.3,25.0,144.0,1.0,2.0,15.4,3.1,3.4,2.3,2.7,4.4,2.0,5.8,4.4,3.1,2,No,3.9,6.8,7.3,8.0,Very High,8,Low,Maybe,No,No
Dev02781,33,Male,Hyderabad,Telangana,Single,B.Tech,Startup,1-10,Android Developer,Part-Time,1.3,32.72,1.3,No,85,43.9,Never,Often,No,3,Swift,Ios/Swiftui/Firebase,1.7,4.8,204.0,2.0,1.0,17.7,,2.6,4.7,1.8,7.2,6.0,6.5,4.8,3.9,4,No,2.0,5.1,9.4,3.0,Medium,5,Low,No,No,No
Dev02782,25,Prefer Not To Say,Bengaluru,Karnataka,Single,Mca,Product-Based,201-1000,Backend Developer,Contract,5.5,33.07,5.0,No,55,44.7,Rarely,Never,Yes - Moderate (5-20%),6,Java,Microservices/Kafka/Docker,7.1,0.5,195.0,2.0,1.0,7.8,3.1,2.7,4.7,3.7,5.6,7.0,5.3,3.3,1.3,2,No,4.7,3.9,6.8,3.0,Medium,3,Low,No,Yes,No
Dev02783,22,Female,Coimbatore,Tamil Nadu,Married,B.E,Product-Based,201-1000,Android Developer,Full-Time,4.6,35.23,0.8,No,100,62.6,Sometimes,Sometimes,Yes - Moderate (5-20%),2,Go,Echo/Redis/Gcp,3.0,3.0,189.0,1.0,2.0,,2.3,6.5,8.4,5.8,4.2,3.0,3.2,3.8,0.6,0,No,7.6,8.6,7.3,4.0,High,9,High,Yes,Yes,Yes
Dev02784,23,Female,Bengaluru,Karnataka,Married,M.Tech,Startup,11-50,Data Scientist,Full-Time,1.7,17.65,1.7,No,45,70.1,Often,Never,Yes - Minor (<5%),4,Java,Spring Boot/Mysql/Aws,6.4,2.5,33.0,1.0,1.0,15.8,,6.5,7.5,5.2,6.7,4.0,4.4,7.8,2.2,1,No,6.2,5.5,6.2,6.0,,3,High,Maybe,Yes,No
Dev02785,25,Female,Chennai,Tamil Nadu,Single,B.Tech,Freelance,1-10,Data Engineer,Full-Time,3.8,28.17,2.0,Yes,91,70.1,Often,Never,Yes - Minor (<5%),2,Javascript,Node/Express/Mongodb,2.9,13.6,25.0,1.0,2.0,36.3,6.2,7.6,8.0,8.8,5.6,2.0,4.5,5.7,2.6,2,No,4.5,4.4,5.7,7.0,High,4,High,Maybe,Yes,No
Dev02786,26,Male,Hyderabad,Telangana,Single,M.Tech,Product-Based,1001-5000,Ios Developer,Part-Time,1.7,17.22,1.5,No,42,50.3,Sometimes,Rarely,No,2,C#,.Net/Azure/Sql Server,0.1,1.8,110.0,0.0,3.0,36.5,0.7,5.8,6.5,5.8,6.4,4.0,6.2,5.4,0.2,2,No,4.7,6.9,6.6,10.0,Medium,5,Medium,No,No,No
Dev02787,24,Male,Chennai,Tamil Nadu,Single,M.Tech,Product-Based,201-1000,Devops Engineer,Full-Time,7.2,40.32,5.4,No,62,41.8,Sometimes,Sometimes,Yes - Moderate (5-20%),2,Python,Pytorch/Kubernetes,0.4,3.1,26.0,2.0,1.0,18.0,5.8,3.2,4.0,3.8,5.9,2.0,6.5,6.4,1.0,2,No,5.2,4.7,7.3,8.0,Low,2,Low,No,Yes,No
Dev02788,21,Female,Hyderabad,Telangana,In A Relationship,Mca,Consulting,51-200,Full Stack Developer,Full-Time,20.9,41.57,0.2,No,0,39.3,Often,Sometimes,No,2,Javascript,React/Node/Firebase,20.8,6.4,17.0,1.0,0.0,13.5,7.3,1.7,3.2,2.5,5.8,2.0,6.1,4.4,2.2,2,Yes - Occasionally,1.0,4.8,9.5,9.0,Low,6,Low,No,No,No
Dev02789,26,Male,Chennai,Tamil Nadu,Married,B.Tech,Service-Based,5000+,Data Scientist,Part-Time,7.9,21.01,3.5,Yes,40,52.8,Sometimes,Often,Yes - Moderate (5-20%),1,Typescript,Angular/Nestjs/Mysql,1.6,0.5,653.0,1.0,3.0,79.9,0.0,6.4,5.6,5.7,6.0,3.0,5.6,7.9,1.6,4,No,4.7,2.9,6.6,,High,8,High,Maybe,Yes,No
Dev02790,29,Non-Binary,Noida,Uttar Pradesh,Married,M.Tech,Consulting,11-50,Frontend Developer,Contract,8.7,113.91,1.0,No,22,43.3,Often,Sometimes,Yes - Minor (<5%),0,C++,Embedded/Rtos/Bazel,9.2,1.0,106.0,1.0,2.0,29.3,2.5,4.2,2.3,4.9,6.7,2.0,9.2,5.0,0.6,4,No,4.9,7.0,6.2,8.0,Medium,1,Low,No,No,No
Dev02791,31,Male,Noida,Uttar Pradesh,Divorced,B.Sc Cs,Product-Based,1001-5000,Backend Developer,Full-Time,3.8,31.24,3.8,Yes,43,50.1,Always,Never,Yes - Moderate (5-20%),1,Python,Flask/Redis/Aws,1.8,5.3,143.0,1.0,3.0,6.7,2.9,8.2,6.7,6.7,4.7,,6.6,2.2,2.1,6,No,6.8,4.5,5.3,5.0,Medium,3,Medium,No,No,No
Dev02792,25,Male,Bengaluru,Karnataka,Single,B.Tech,Product-Based,1001-5000,Ml Engineer,Full-Time,1.6,25.58,0.7,No,63,40.2,Sometimes,Rarely,Yes - Minor (<5%),1,Swift,Ios/Combine/Aws,3.5,0.5,558.0,1.0,2.0,15.1,6.0,2.9,3.4,5.6,6.5,2.0,8.0,9.5,8.0,2,No,4.3,6.4,8.9,2.0,Low,9,Low,No,No,No
Dev02793,26,Female,Chennai,Tamil Nadu,In A Relationship,Mca,Product-Based,1001-5000,Cloud Engineer,Full-Time,7.6,53.58,5.5,Yes,0,34.7,Rarely,Never,No,1,Typescript,Angular/Nestjs/Mysql,18.7,1.7,68.0,2.0,2.0,16.5,3.5,2.6,1.4,1.0,6.0,1.0,8.9,4.4,1.6,5,Yes - Regularly,4.3,6.0,8.0,3.0,Low,8,Low,No,Yes,No
Dev02794,23,Female,Hyderabad,Telangana,Single,Phd,Product-Based,51-200,Frontend Developer,Full-Time,1.9,34.01,0.9,No,44,54.3,Sometimes,Sometimes,Yes - Minor (<5%),2,Dart,Flutter/Firebase/Bloc,1.1,2.7,283.0,1.0,3.0,25.0,7.9,4.8,3.9,3.2,6.6,4.0,7.2,4.4,4.3,2,No,4.9,5.6,8.4,12.0,Low,5,Low,No,No,No
Dev02795,28,Male,Bengaluru,Karnataka,Single,B.Tech,Consulting,11-50,Full Stack Developer,Part-Time,2.2,14.98,1.3,No,25,47.2,Never,Rarely,Yes - Major (>20%),0,Javascript,Node/Express/Mongodb,3.8,1.2,158.0,6.0,2.0,0.0,0.8,1.5,1.0,1.4,6.4,1.0,8.5,6.0,2.1,5,No,3.5,4.9,8.3,1.0,Medium,1,Low,No,No,No
Dev02796,24,Female,Pune,Maharashtra,Married,B.E,Government/Psu,1001-5000,Ml Engineer,Freelance,7.4,16.41,0.9,Yes,44,48.5,Rarely,Sometimes,Yes - Moderate (5-20%),3,Typescript,Angular/Nestjs/Mysql,2.7,2.0,51.0,2.0,2.0,0.0,2.7,5.6,7.1,5.4,7.7,5.0,6.6,1.8,3.5,3,No,6.3,4.4,6.0,1.0,High,3,Medium,Maybe,No,No
Dev02797,31,Male,Pune,Maharashtra,Single,B.Tech,Consulting,51-200,Sre,Full-Time,10.6,26.98,0.9,No,55,44.0,Sometimes,Often,No,2,Python,Pandas/Spark/Airflow,4.5,1.4,14.0,2.0,2.0,50.2,5.6,4.4,4.5,3.6,7.9,3.0,7.6,3.4,0.4,0,No,2.6,2.9,9.3,3.0,Medium,3,Low,No,Yes,No
Dev02798,21,Male,Pune,Maharashtra,Married,M.Tech,Freelance,1-10,Backend Developer,Full-Time,3.3,32.37,1.7,No,100,39.1,Rarely,Never,No,4,Java,Microservices/Kafka/Docker,4.2,7.5,121.0,0.0,0.0,27.0,2.3,3.7,2.5,2.0,5.5,5.0,7.0,4.8,5.6,4,No,3.7,5.0,7.8,1.0,Medium,4,Low,No,No,No
Dev02799,26,Female,Noida,Uttar Pradesh,Single,B.Tech,Freelance,1-10,Frontend Developer,Full-Time,15.5,31.24,3.4,Yes,100,30.8,Rarely,Never,Yes - Major (>20%),5,Rust,Actix/Tokio/Aws,1.5,1.4,465.0,1.0,1.0,15.1,0.7,1.7,1.6,1.8,6.8,5.0,9.9,4.1,8.0,4,Yes - Regularly,2.9,3.1,7.6,3.0,Low,4,Low,No,No,No
Dev02800,30,Male,Hyderabad,Telangana,Married,B.Tech,Startup,11-50,Sre,Full-Time,4.3,33.27,1.4,Yes,45,70.9,Rarely,Never,Yes - Moderate (5-20%),0,Java,Microservices/Kafka/Docker,4.8,7.7,107.0,2.0,1.0,7.5,5.2,4.6,7.2,6.0,7.0,3.0,5.3,5.5,5.9,1,No,5.8,4.3,8.4,5.0,Low,8,High,Maybe,Yes,No
Dev02801,29,Male,Hyderabad,Telangana,Single,Mca,Freelance,1-10,Backend Developer,Full-Time,2.3,26.68,2.3,No,91,54.7,Never,Rarely,Yes - Moderate (5-20%),1,Php,Laravel/Mysql/Nginx,2.1,1.4,395.0,0.0,1.0,17.2,2.7,4.1,4.8,4.3,4.7,4.0,6.4,4.2,2.1,2,No,5.7,5.9,6.3,3.0,,5,Low,No,No,No
Dev02802,42,Male,Bengaluru,Karnataka,Single,Mca,Product-Based,201-1000,Devops Engineer,Full-Time,4.2,33.36,1.1,Yes,63,46.3,Sometimes,Sometimes,Yes - Major (>20%),1,Go,Fiber/Postgresql/Docker,2.2,0.3,11.0,1.0,2.0,28.1,2.7,4.4,3.5,2.6,5.7,2.0,8.0,7.7,2.9,3,No,4.1,6.3,5.9,1.0,,3,Low,No,No,No
Dev02803,30,Male,Chennai,Tamil Nadu,Divorced,Mba Tech,Service-Based,1001-5000,Devops Engineer,Part-Time,10.0,22.22,1.5,No,0,52.9,Sometimes,Sometimes,Yes - Minor (<5%),1,Python,Django/Fastapi/Postgres,1.6,11.0,348.0,3.0,1.0,15.2,4.7,4.3,4.4,4.0,6.9,4.0,6.7,7.3,1.8,1,No,3.6,4.9,8.2,11.0,Medium,7,Low,No,No,No
Dev02804,23,Male,Mumbai,Maharashtra,Married,M.Tech,Startup,1-10,Full Stack Developer,Part-Time,3.9,18.88,2.2,Yes,81,37.5,Sometimes,Sometimes,Yes - Major (>20%),1,Swift,Ios/Swiftui/Firebase,5.9,6.4,348.0,1.0,0.0,8.6,0.6,4.2,4.5,4.7,4.7,2.0,6.9,4.0,1.0,1,No,2.7,3.2,9.7,2.0,High,4,Low,No,No,No
Dev02805,28,Male,Hyderabad,Telangana,In A Relationship,Mca,Freelance,1-10,Data Scientist,Full-Time,7.3,21.35,0.4,No,98,58.0,Rarely,Often,No,2,Python,Pytorch/Kubernetes,5.7,1.2,72.0,2.0,1.0,54.1,10.6,5.2,5.3,6.1,5.9,2.0,6.3,4.1,1.5,3,Yes - Regularly,5.9,7.3,6.6,9.0,Medium,3,Medium,No,No,No
Dev02806,21,Male,Noida,Uttar Pradesh,Married,B.E,Startup,51-200,Cybersecurity Analyst,Full-Time,4.3,38.74,0.7,No,37,41.4,Often,Never,Yes - Minor (<5%),1,Javascript,Vue/Django/Postgresql,8.3,1.8,24.0,2.0,2.0,76.8,4.5,2.6,1.0,1.6,6.2,0.0,9.7,4.8,0.9,4,No,3.9,6.6,8.1,3.0,Very High,7,Low,Maybe,No,No
Dev02807,28,Non-Binary,Mumbai,Maharashtra,Married,B.Sc Cs,Freelance,1-10,Frontend Developer,Full-Time,3.8,21.44,0.4,Yes,77,73.0,Never,Never,Yes - Minor (<5%),2,Javascript,Node/Express/Mongodb,8.5,1.3,,0.0,2.0,29.5,2.4,6.0,7.3,6.7,6.4,2.0,5.7,3.6,1.3,2,No,4.4,4.6,9.2,8.0,Medium,1,High,No,Yes,No
Dev02808,24,Male,Pune,Maharashtra,Married,B.Tech,Service-Based,201-1000,Frontend Developer,Contract,3.4,17.55,3.4,No,24,53.3,Never,Never,No,2,Java,Hibernate/Oracle/Jenkins,24.2,6.7,260.0,1.0,3.0,4.6,3.0,5.9,5.0,6.1,4.7,4.0,9.2,6.2,4.7,6,No,6.0,8.8,7.1,1.0,High,2,Medium,No,Yes,No
Dev02809,33,Female,Mumbai,Maharashtra,Single,B.Tech,Startup,11-50,Data Scientist,Full-Time,1.2,21.99,1.2,Yes,0,42.8,Never,Sometimes,No,7,Python,Flask/Redis/Aws,1.8,0.1,399.0,1.0,1.0,,0.8,6.1,1.4,2.6,8.0,1.0,8.9,4.0,0.8,4,No,4.6,6.6,6.5,1.0,Medium,2,Low,No,No,No
Dev02810,25,Male,Chennai,Tamil Nadu,Single,B.Sc Cs,Government/Psu,5000+,Full Stack Developer,Full-Time,2.8,14.74,1.7,No,16,36.8,Often,Rarely,Yes - Moderate (5-20%),2,Python,Flask/Redis/Aws,4.2,16.5,50.0,0.0,4.0,29.6,0.0,2.3,1.0,2.7,6.6,3.0,8.4,4.0,2.3,2,No,4.3,6.7,6.7,1.0,Very High,3,Low,No,No,No
Dev02811,27,Male,Chennai,Tamil Nadu,Single,M.Tech,Product-Based,5000+,Ml Engineer,Full-Time,4.4,52.41,4.4,Yes,98,50.1,Often,Never,Yes - Minor (<5%),5,C++,Qt/Cmake/Linux,4.0,2.3,48.0,3.0,1.0,17.8,3.4,2.7,1.5,2.5,7.1,2.0,8.7,8.6,0.9,2,No,3.5,3.6,6.7,22.0,Medium,4,Low,No,No,No
Dev02812,25,Male,Hyderabad,Telangana,Married,B.Tech,Consulting,51-200,Data Engineer,Full-Time,7.8,22.74,5.9,Yes,40,38.3,Often,Never,Yes - Minor (<5%),1,Python,Flask/Redis/Aws,3.8,1.7,86.0,0.0,0.0,,7.5,6.0,4.4,3.5,6.1,2.0,4.9,1.6,2.8,3,Yes - Occasionally,4.0,6.3,5.9,4.0,High,7,Low,Maybe,No,No
Dev02813,37,Male,Bengaluru,Karnataka,Single,B.Tech,Service-Based,1001-5000,Sre,Contract,8.4,19.45,2.2,No,24,37.9,Rarely,Often,Yes - Moderate (5-20%),2,Python,Pytorch/Kubernetes,2.3,7.7,110.0,0.0,3.0,33.3,3.2,3.8,1.2,2.3,4.5,2.0,8.1,2.8,1.4,2,No,4.4,3.3,6.9,1.0,Medium,4,Low,No,No,No
Dev02814,26,Male,Bengaluru,Karnataka,Divorced,B.Tech,Startup,51-200,Frontend Developer,Part-Time,1.7,24.47,1.0,No,40,50.2,Often,Rarely,No,4,C++,Embedded/Rtos/Bazel,1.7,1.9,115.0,1.0,1.0,52.6,1.4,4.6,4.0,2.9,7.5,0.0,7.5,3.5,5.3,4,No,4.4,7.5,8.8,2.0,,7,Low,Maybe,No,No
Dev02815,38,Male,Chennai,Tamil Nadu,Married,Mca,Freelance,1-10,Full Stack Developer,Full-Time,4.2,26.56,0.8,No,80,60.2,Always,Rarely,Yes - Major (>20%),2,Java,Microservices/Kafka/Docker,4.6,4.2,55.0,2.0,1.0,65.8,5.1,5.9,5.7,5.3,6.5,4.0,6.5,6.5,0.8,0,No,7.3,7.1,4.2,4.0,Low,5,Medium,No,No,Yes
Dev02816,32,Male,Ahmedabad,Gujarat,Married,B.Tech,Service-Based,5000+,Frontend Developer,Contract,3.9,12.49,3.9,Yes,45,60.9,Often,Never,No,0,Typescript,Next.Js/Prisma/Vercel,0.7,2.6,26.0,1.0,,39.5,0.3,6.1,7.9,4.6,4.2,2.0,3.5,5.7,1.1,3,No,4.1,6.9,8.1,2.0,,1,High,Maybe,Yes,No
Dev02817,31,Male,Pune,Maharashtra,Single,B.Tech,Service-Based,5000+,Data Engineer,Full-Time,4.5,28.48,0.8,Yes,0,35.0,Often,Rarely,No,3,Javascript,React/Node/Firebase,0.6,4.9,330.0,1.0,2.0,17.4,12.1,3.9,2.3,3.9,6.1,3.0,9.1,3.7,1.4,3,No,4.4,5.1,8.2,1.0,Low,2,Low,No,Yes,No
Dev02818,30,Male,Bengaluru,Karnataka,Single,Mca,Service-Based,201-1000,Full Stack Developer,Full-Time,6.7,21.45,3.2,No,18,51.8,Often,Sometimes,No,3,Rust,Actix/Tokio/Aws,4.9,0.5,166.0,0.0,0.0,25.5,1.8,5.5,4.0,2.4,6.6,2.0,5.3,5.1,1.0,4,No,3.3,3.9,6.9,8.0,,2,Low,No,No,No
Dev02819,30,Male,Noida,Uttar Pradesh,In A Relationship,Mba Tech,Product-Based,51-200,Data Scientist,Full-Time,3.2,39.58,0.5,No,55,39.9,Sometimes,Often,Yes - Minor (<5%),0,Typescript,Next.Js/Prisma/Vercel,3.5,2.4,22.0,0.0,1.0,51.4,5.0,6.1,2.3,4.1,8.1,3.0,6.4,6.6,1.3,5,Yes - Occasionally,2.6,2.2,7.6,8.0,Low,1,Low,No,No,No
Dev02820,21,Male,Delhi,Delhi,Single,B.Tech,Service-Based,5000+,Cloud Engineer,Full-Time,13.1,28.59,1.7,Yes,38,42.3,Always,Rarely,No,1,Java,Hibernate/Oracle/Jenkins,14.6,11.6,130.0,3.0,2.0,53.6,6.8,2.9,2.2,1.5,7.5,4.0,7.5,8.2,4.2,1,No,3.8,3.4,8.4,12.0,Low,6,Low,No,No,No
Dev02821,27,Female,Ahmedabad,Gujarat,Single,Mca,Service-Based,5000+,Data Scientist,Full-Time,12.5,23.63,0.9,Yes,20,40.9,Sometimes,Rarely,Yes - Moderate (5-20%),2,C++,Embedded/Rtos/Bazel,2.1,18.6,39.0,0.0,3.0,40.8,1.5,5.9,5.0,3.4,5.8,3.0,7.5,2.5,1.7,6,Yes - Occasionally,3.5,1.7,8.1,13.0,Low,3,Medium,No,No,No
Dev02822,32,Male,Mumbai,Maharashtra,Single,B.Tech,Consulting,201-1000,Backend Developer,Contract,0.9,14.43,0.9,No,36,32.3,Rarely,Rarely,No,1,Typescript,Angular/Nestjs/Mysql,21.7,0.6,27.0,1.0,0.0,8.4,5.3,2.4,3.5,1.1,6.7,6.0,8.5,5.7,1.2,0,Yes - Regularly,3.8,9.0,7.6,2.0,,1,Low,No,No,No
Dev02823,28,Male,Delhi,Delhi,Single,B.E,Product-Based,5000+,Full Stack Developer,Full-Time,5.8,43.95,2.1,No,85,49.9,Rarely,Never,Yes - Major (>20%),1,Java,Spring Boot/Mysql/Aws,0.8,5.4,44.0,2.0,0.0,12.0,1.4,7.9,7.7,7.9,5.4,2.0,3.4,4.8,2.4,5,No,6.2,5.6,3.7,10.0,Low,5,High,Yes,Yes,No
Dev02824,21,Male,Bengaluru,Karnataka,Single,B.Tech,Service-Based,1001-5000,Devops Engineer,Full-Time,1.5,13.42,0.8,Yes,43,61.5,Sometimes,Never,Yes - Moderate (5-20%),1,Java,Hibernate/Oracle/Jenkins,0.7,2.7,183.0,0.0,2.0,11.0,0.8,6.6,7.7,6.4,5.3,2.0,2.5,5.6,5.3,0,No,4.7,5.5,5.2,1.0,,3,High,Maybe,Yes,No
